mad_dog,1605072974824,4.19725,11.25803,-0.90221
mad_dog,1605072974926,4.07957,11.72875,-1.60829
mad_dog,1605072975028,3.33426,11.29726,-1.01989
mad_dog,1605072975129,3.53039,11.25803,-0.90221
mad_dog,1605072975231,3.37349,11.21881,-1.09834
mad_dog,1605072975332,3.56962,11.33649,-0.94144
mad_dog,1605072975435,3.96189,11.06190,-1.09834
mad_dog,1605072975537,3.68730,11.53262,-1.21602
mad_dog,1605072975639,3.53039,11.37571,-1.56906
mad_dog,1605072975742,3.64807,10.90499,-1.21602
mad_dog,1605072975844,3.84421,11.10113,-0.15691
mad_dog,1605072975947,5.60940,10.86577,-1.41216
mad_dog,1605072976049,5.09946,10.08124,-0.86299
mad_dog,1605072976151,5.09946,10.31660,-0.03923
mad_dog,1605072976254,6.59007,9.96356,-0.07845
mad_dog,1605072976356,7.25692,9.72820,-0.66685
mad_dog,1605072976459,8.23759,8.98289,-0.62763
mad_dog,1605072976561,7.13924,9.25748,0.31381
mad_dog,1605072976664,6.59007,9.76742,0.31381
mad_dog,1605072976766,6.98233,9.45361,0.94144
mad_dog,1605072976868,4.70719,9.92433,-1.76520
mad_dog,1605072976971,8.35527,9.68897,-0.11768
mad_dog,1605072977073,7.29615,9.33593,-1.09834
mad_dog,1605072977176,4.78565,10.04201,-0.03923
mad_dog,1605072977278,4.11879,11.88566,1.05912
mad_dog,1605072977381,6.15858,10.43428,0.03923
mad_dog,1605072977483,5.06023,10.39505,0.19613
mad_dog,1605072977585,5.06023,11.02267,0.00000
mad_dog,1605072977688,4.82487,10.70886,-0.03923
mad_dog,1605072977790,5.84476,10.51273,-0.07845
mad_dog,1605072977893,6.04090,10.59118,0.35304
mad_dog,1605072977995,5.29559,10.66964,-0.07845
mad_dog,1605072978097,4.94255,10.55196,0.03923
mad_dog,1605072978200,5.21714,10.66964,0.00000
mad_dog,1605072978302,5.49172,10.39505,-0.03923
mad_dog,1605072978405,5.25636,10.55196,-0.15691
mad_dog,1605072978507,5.45250,10.47350,-0.03923
mad_dog,1605072978610,8.15913,9.96356,2.31437
mad_dog,1605072978711,5.06023,10.51273,-2.19669
mad_dog,1605072978813,5.72708,10.23814,-0.31381
mad_dog,1605072978914,5.53095,10.59118,-0.66685
mad_dog,1605072979016,6.19780,11.17958,0.11768
mad_dog,1605072979117,7.33537,9.25748,-1.64752
mad_dog,1605072979219,5.96244,9.57129,-0.23536
mad_dog,1605072979320,5.49172,9.64974,-0.39227
mad_dog,1605072979423,10.15969,9.57129,-3.76575
mad_dog,1605072979526,7.88455,8.47295,-1.33370
mad_dog,1605072979628,7.76687,8.74753,0.19613
mad_dog,1605072979730,7.45305,8.31604,1.92210
mad_dog,1605072979833,8.39449,8.47295,-0.50995
mad_dog,1605072979935,8.15913,8.15913,-0.50995
mad_dog,1605072980038,7.37460,9.02212,0.11768
mad_dog,1605072980140,7.06079,9.72820,-0.03923
mad_dog,1605072980242,6.90388,9.76742,0.00000
mad_dog,1605072980345,6.51162,9.92433,-0.43149
mad_dog,1605072980447,8.74753,8.04145,1.60829
mad_dog,1605072980550,5.80554,9.49284,0.07845
mad_dog,1605072980652,9.37516,8.27681,0.54917
mad_dog,1605072980754,6.86465,9.13980,-0.70608
mad_dog,1605072980857,6.66852,8.94366,2.15746
mad_dog,1605072980960,8.08068,9.10057,-0.70608
mad_dog,1605072981062,6.82543,9.49284,-0.35304
mad_dog,1605072981164,7.49228,9.17902,-0.35304
mad_dog,1605072981267,8.11991,8.78676,0.35304
mad_dog,1605072981369,8.47295,8.35527,1.37293
mad_dog,1605072981472,7.41383,8.51217,-0.39227
mad_dog,1605072981574,4.94255,10.23814,-0.94144
mad_dog,1605072981677,4.86410,11.41494,-1.37293
mad_dog,1605072981781,6.04090,9.76742,-0.47072
mad_dog,1605072981884,5.57018,9.84588,1.56906
mad_dog,1605072981988,6.43316,9.96356,-1.05912
mad_dog,1605072982092,6.15858,9.06134,-0.50995
