standing,1606186215535,4.70719,-7.13924,-0.47072
standing,1606186215546,4.74642,-7.10001,-0.47072
standing,1606186215557,4.66797,-7.02156,-0.43149
standing,1606186215569,4.74642,-7.06079,-0.47072
standing,1606186215580,4.74642,-7.10001,-0.43149
standing,1606186215591,4.74642,-7.10001,-0.43149
standing,1606186215602,4.74642,-7.06079,-0.47072
standing,1606186215614,4.74642,-7.06079,-0.43149
standing,1606186215625,4.74642,-7.06079,-0.47072
standing,1606186215636,4.74642,-7.10001,-0.50995
standing,1606186215647,4.66797,-7.10001,-0.43149
standing,1606186215658,4.74642,-7.13924,-0.43149
standing,1606186215669,4.74642,-7.06079,-0.50995
standing,1606186215681,4.74642,-7.10001,-0.43149
standing,1606186215692,4.74642,-7.17847,-0.43149
standing,1606186215703,4.74642,-7.02156,-0.47072
standing,1606186215714,4.74642,-7.10001,-0.47072
standing,1606186215725,4.70719,-7.02156,-0.43149
standing,1606186215737,4.66797,-7.10001,-0.35304
standing,1606186215748,4.70719,-7.10001,-0.43149
standing,1606186215759,4.74642,-7.10001,-0.47072
standing,1606186215770,4.74642,-7.10001,-0.47072
standing,1606186215781,4.74642,-7.02156,-0.50995
standing,1606186215792,4.70719,-7.17847,-0.47072
standing,1606186215804,4.70719,-7.10001,-0.47072
standing,1606186215815,4.74642,-7.17847,-0.47072
standing,1606186215826,4.74642,-7.13924,-0.47072
standing,1606186215837,4.78565,-7.10001,-0.47072
standing,1606186215848,4.70719,-7.10001,-0.47072
standing,1606186215860,4.74642,-7.10001,-0.47072
standing,1606186215871,4.74642,-7.06079,-0.43149
standing,1606186215882,4.74642,-7.02156,-0.47072
standing,1606186215893,4.74642,-7.10001,-0.47072
standing,1606186215904,4.70719,-7.06079,-0.47072
standing,1606186215916,4.78565,-7.10001,-0.50995
standing,1606186215927,4.74642,-7.13924,-0.47072
standing,1606186215938,4.70719,-7.10001,-0.43149
standing,1606186215949,4.70719,-7.02156,-0.47072
standing,1606186215960,4.66797,-7.13924,-0.43149
standing,1606186215972,4.74642,-7.06079,-0.50995
standing,1606186215983,4.70719,-7.10001,-0.39227
standing,1606186215994,4.66797,-7.10001,-0.43149
standing,1606186216005,4.74642,-7.10001,-0.43149
standing,1606186216016,4.70719,-7.13924,-0.47072
standing,1606186216027,4.70719,-7.10001,-0.43149
standing,1606186216039,4.70719,-7.13924,-0.47072
standing,1606186216050,4.70719,-7.13924,-0.47072
standing,1606186216061,4.74642,-7.17847,-0.43149
standing,1606186216072,4.74642,-7.13924,-0.47072
standing,1606186216084,4.70719,-7.10001,-0.47072
standing,1606186216095,4.70719,-7.13924,-0.43149
standing,1606186216106,4.74642,-7.02156,-0.43149
standing,1606186216117,4.70719,-7.06079,-0.47072
standing,1606186216128,4.70719,-7.10001,-0.43149
standing,1606186216139,4.74642,-7.02156,-0.47072
standing,1606186216151,4.82487,-7.13924,-0.50995
standing,1606186216162,4.74642,-7.10001,-0.47072
standing,1606186216173,4.74642,-7.10001,-0.47072
standing,1606186216185,4.70719,-7.10001,-0.43149
standing,1606186216197,4.74642,-7.13924,-0.43149
standing,1606186216210,4.70719,-7.06079,-0.43149
standing,1606186216222,4.74642,-7.06079,-0.43149
standing,1606186216234,4.74642,-7.06079,-0.47072
standing,1606186216247,4.78565,-7.06079,-0.47072
standing,1606186216259,4.70719,-7.10001,-0.47072
standing,1606186216272,4.74642,-7.02156,-0.47072
standing,1606186216284,4.70719,-7.02156,-0.43149
standing,1606186216297,4.70719,-7.13924,-0.47072
standing,1606186216309,4.74642,-7.06079,-0.47072
standing,1606186216322,4.70719,-7.06079,-0.43149
standing,1606186216334,4.70719,-7.06079,-0.43149
standing,1606186216347,4.70719,-7.02156,-0.43149
standing,1606186216359,4.70719,-7.10001,-0.43149
standing,1606186216372,4.70719,-7.10001,-0.43149
standing,1606186216384,4.70719,-7.10001,-0.47072
standing,1606186216396,4.70719,-7.10001,-0.39227
standing,1606186216409,4.70719,-7.10001,-0.47072
standing,1606186216421,4.70719,-7.13924,-0.43149
standing,1606186216434,4.74642,-7.06079,-0.47072
standing,1606186216446,4.70719,-7.06079,-0.43149
standing,1606186216459,4.78565,-7.02156,-0.39227
standing,1606186216471,4.74642,-7.10001,-0.47072
standing,1606186216484,4.74642,-7.06079,-0.50995
standing,1606186216496,4.70719,-7.06079,-0.47072
standing,1606186216509,4.74642,-7.06079,-0.43149
standing,1606186216521,4.78565,-7.06079,-0.43149
standing,1606186216534,4.74642,-7.06079,-0.47072
standing,1606186216546,4.66797,-7.10001,-0.43149
standing,1606186216559,4.70719,-7.06079,-0.47072
standing,1606186216571,4.74642,-6.98233,-0.47072
standing,1606186216584,4.74642,-7.06079,-0.43149
standing,1606186216596,4.70719,-7.17847,-0.47072
standing,1606186216608,4.70719,-7.13924,-0.43149
standing,1606186216620,4.74642,-7.10001,-0.47072
standing,1606186216632,4.70719,-7.10001,-0.47072
standing,1606186216645,4.70719,-7.02156,-0.39227
standing,1606186216657,4.74642,-7.13924,-0.47072
standing,1606186216669,4.74642,-7.02156,-0.43149
standing,1606186216681,4.74642,-7.06079,-0.50995
standing,1606186216693,4.70719,-7.06079,-0.47072
standing,1606186216706,4.70719,-7.10001,-0.43149
standing,1606186216718,4.78565,-7.02156,-0.39227
standing,1606186216731,4.74642,-7.10001,-0.43149
standing,1606186216743,4.74642,-7.13924,-0.47072
standing,1606186216756,4.70719,-7.10001,-0.47072
standing,1606186216768,4.70719,-7.13924,-0.39227
standing,1606186216780,4.70719,-7.10001,-0.47072
standing,1606186216793,4.78565,-7.06079,-0.50995
standing,1606186216805,4.70719,-7.06079,-0.47072
standing,1606186216818,4.70719,-7.10001,-0.39227
standing,1606186216830,4.74642,-7.06079,-0.43149
standing,1606186216843,4.70719,-7.10001,-0.47072
standing,1606186216855,4.74642,-7.02156,-0.47072
standing,1606186216868,4.74642,-7.13924,-0.47072
standing,1606186216880,4.70719,-7.06079,-0.43149
standing,1606186216892,4.70719,-7.13924,-0.43149
standing,1606186216904,4.70719,-7.10001,-0.39227
standing,1606186216916,4.70719,-7.13924,-0.47072
standing,1606186216929,4.70719,-7.10001,-0.47072
standing,1606186216941,4.70719,-7.13924,-0.39227
standing,1606186216953,4.74642,-7.06079,-0.47072
standing,1606186216965,4.78565,-7.02156,-0.47072
standing,1606186216977,4.70719,-7.13924,-0.43149
standing,1606186216990,4.70719,-7.17847,-0.47072
standing,1606186217002,4.66797,-7.10001,-0.43149
standing,1606186217014,4.74642,-7.13924,-0.43149
standing,1606186217027,4.74642,-6.98233,-0.43149
standing,1606186217039,4.70719,-7.13924,-0.43149
standing,1606186217052,4.70719,-7.06079,-0.47072
