label1,1604993181679,2.62818,-2.43205,8.15913
label1,1604993181780,-20.08402,20.04479,-20.08402
label1,1604993181881,5.76631,-8.55140,19.14258
label1,1604993181983,-6.15858,15.96523,-20.08402
label1,1604993182084,1.52984,-1.37293,4.51106
label1,1604993182185,6.78620,-8.04145,18.71109
label1,1604993182286,-20.08402,20.04479,-20.08402
label1,1604993182388,0.58840,-5.80554,8.08068
label1,1604993182491,14.00390,-12.86632,20.04479
label1,1604993182593,-20.08402,20.04479,-20.08402
label1,1604993182696,-3.84421,0.78453,1.80442
label1,1604993182798,9.37516,-12.00334,20.04479
label1,1604993182900,-20.08402,20.04479,-20.08402
label1,1604993183003,1.33370,-8.39449,9.96356
label1,1604993183106,14.90611,-11.41494,16.90666
label1,1604993183209,-12.19947,20.04479,-20.08402
label1,1604993183311,-19.77021,-7.68841,16.08291
label1,1604993183414,8.55140,-2.58896,8.98289
label1,1604993183516,-20.08402,20.04479,-20.08402
label1,1604993183619,1.37293,-6.70775,19.37794
label1,1604993183721,14.47462,-0.19613,-3.92266
label1,1604993183824,-20.08402,19.49562,-20.08402
label1,1604993183927,16.31827,-9.64974,12.23870
label1,1604993184029,-7.72764,14.12158,-20.08402
label1,1604993184132,-9.68897,-5.76631,19.41717
label1,1604993184235,16.35749,-3.45194,-13.25859
label1,1604993184337,-20.08402,20.04479,-20.08402
label1,1604993184440,-11.68953,-16.43595,20.04479
label1,1604993184542,14.98456,-11.21881,20.04479
label1,1604993184645,3.49117,12.35638,-20.08402
label1,1604993184747,-20.08402,20.04479,-20.08402
label1,1604993184850,-15.10224,-6.23703,10.82654
label1,1604993184953,16.94589,-20.08402,20.04479
label1,1604993185056,9.92433,-13.02323,5.49172
label1,1604993185158,-16.20059,20.04479,-20.08402
label1,1604993185261,-10.74809,17.69120,-20.08402
label1,1604993185363,0.39227,-18.55418,20.04479
label1,1604993185466,5.88399,-3.41271,-9.57129
label1,1604993185568,-20.08402,20.04479,-20.08402
label1,1604993185671,12.19947,2.94199,4.11879
label1,1604993185774,-20.08402,-5.80554,20.04479
label1,1604993185876,5.80554,-13.88622,10.47350
label1,1604993185979,20.04479,2.82432,-20.08402
label1,1604993186082,-0.50995,11.10113,-20.08402
